DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.1111/mec.12317,23802553,,"Influence of late Quaternary climate change on present patterns of genetic variation in valley oak, Quercus lobata Née.","Phylogeography and ecological niche models (ENMs) suggest that late Quaternary glacial cycles have played a prominent role in shaping present population genetic structure and diversity, but have not applied quantitative methods to dissect the relative contribution of past and present climate vs. other forces. We integrate multilocus phylogeography, climate-based ENMs and multivariate statistical approaches to infer the effects of late Quaternary climate change on contemporary genetic variation of valley oak (Quercus lobata Nee). ENMs indicated that valley oak maintained a stable distribution with local migration from the last interglacial period (~120ka) to the Last Glacial Maximum (~21ka, LGM) to the present compared with large-scale range shifts for an eastern North American white oak (Quercus alba L.). Coast Range and Sierra Nevada foothill populations diverged in the late Pleistocene before the LGM [104ka (28–1622)] and have occupied somewhat distinct climate niches, according to ENMs and coalescent analyses of divergence time. In accordance with neutral expectations for stable populations, nuclear microsatellite diversity positively correlated with niche stability from the LGM to present. Most strikingly, nuclear and chloroplast microsatellite variation significantly correlated with LGM climate, even after controlling for associations with geographic location and present climate using partial redundancy analyses. Variance partitioning showed that LGM climate uniquely explains a similar proportion of genetic variance as present climate (16% vs. 11–18%), and together, past and present climate explains more than geography (19%). Climate can influence local expansion–contraction dynamics, flowering phenology and thus gene flow, and/or impose selective pressures. These results highlight the lingering effect of past climate on genetic variation in species with stable distributions.","Paul F. Gugger,Paul F. Gugger,Makihiko Ikegami,Makihiko Ikegami,Victoria L. Sork,Victoria L. Sork",Molecular Ecology,2013
10.1111/nph.14413,,,Extensive recent secondary contacts between four European white oak species.,"Historical trajectories of tree species during the late Quaternary have been well reconstructed through genetic and palaeobotanical studies. However, many congeneric tree species are interfertile, and the timing and contribution of introgression to species divergence during their evolutionary history remains largely unknown. We quantified past and current gene flow events between four morphologically divergent oak species (Quercus petraea, Q.robur, Q.pyrenaica, Q.pubescens), by two independent inference methods: diffusion approximation to the joint frequency spectrum (∂a∂i) and approximate Bayesian computation (ABC). For each pair of species, alternative scenarios of speciation allowing gene flow over different timescales were evaluated. Analyses of 3524 single nucleotide polymorphisms (SNPs) randomly distributed in the genome, showed that these species evolved in complete isolation for most of their history, but recently came into secondary contact, probably facilitated by the most recent period of postglacial warming. We demonstrated that: there was sufficient genetic differentiation before secondary contact for the accumulation of barriers to gene flow; and current European white oak genomes are a mosaic of genes that have crossed species boundaries and genes impermeable to gene flow.","Thibault Leroy,Thibault Leroy,Camille Roux,Camille Roux,Laure Villate,Laure Villate,Catherine Bodénès,Catherine Bodénès,Catherine Bodénès,Jonathan Romiguier,Jonathan Romiguier,Jorge A P Paiva,Jorge A. P. Paiva,Carole Dossat,Carole Dossat,Jean‐Marc Aury,Jean-Marc Aury,Christophe Plomion,Christophe Plomion,Antoine Kremer,Antoine Kremer",New Phytologist,2017
10.1038/35016640,10890434,,Species status of hybridizing oaks.,"The two widespread species of oak tree in Europe, Quercus robur L. and Q. petraea (Matt.) Liebl., hybridize extensively, calling their taxonomic status into question. Here we use microsatellite DNA, a highly informative genetic marker, to show that Q. robur and Q. petraea are discrete taxonomic units despite this intensive hybridization. Furthermore, individual oaks can be assigned to separate species.","G. W. Muir,G. Muir,Graham Muir,Colin C. Fleming,Colin C. Fleming,Colin C. Fleming,Christian Schl��tterer,Christian Schlötterer,Christian Schltterer",Nature,2000
10.1111/j.0014-3820.2004.tb01643.x,15068344,,SELECTION AND DISPERSAL IN A MULTISPECIES OAK HYBRID ZONE,"The four western North American red oak species (Quercus wislizeni, Q. parvula, Q. agrifolia, and Q. kelloggii) are known to produce hybrid products in all interspecific combinations. However, it is unknown whether hybrids are transitory resulting from interspecific gene flow or whether they are maintained through extrinsic selection. Here, we examine cryptic hybrid structure in Q. wislizeni through a broad region including contact and isolation from three other western North American red oaks using amplified fragment length polymorphism molecular markers. All four species were simultaneously detected in the genetic background of individuals morphologically assigned to Q. wislizeni, although the contribution of Q. kelloggii was minor. In some cases, introgression was detected well outside the region of sympatry with one of the parental species. Molecular structure at the individual level indicated this was due to long-distance pollen dispersal and not to local extinction of parental species. Species admixture proportions were correlated with climatic variables and greater proportions of Q. agrifolia and Q. parvula were present in the genetic background of Q. wislizeni in sites with cooler and more humid summers, corresponding with habitat preferences of the parental species. Partial Mantel tests indicated that climate was more important than distance from pollen source in this association. Despite high levels of introgression, species integrity was maintained in some populations in close proximity to the other species, providing further support to environmental selection in determining population genetic structure. Thus, the contribution of species mixtures to population genetic structure varies across the landscape according to availability of pollen, but more importantly to varying environmental selection pressures that produce a complex pattern of hybrid and pure gene pools.","Richard S. Dodd,Richard S. Dodd,Zara Afzal-Rafii,Zara Afzal-Rafii",Evolution,2004
10.1016/j.ympev.2017.11.003,29175095,,Phylogeny and biogeography of East Asian evergreen oaks (Quercus section Cyclobalanopsis; Fagaceae): Insights into the Cenozoic history of evergreen broad-leaved forests in subtropical Asia.,"Abstract   The evolutionary history of Quercus section Cyclobalanopsis, a dominant lineage in East Asian evergreen broadleaved forests (EBLFs), has not been comprehensively studied using molecular tools. In this study, we reconstruct the first comprehensive phylogeny of this lineage using a genomic approach (restriction-site associated DNA sequencing, RAD-seq), sampling 35 of the ca. 90 species currently recognized, representing all main morphological groups of section Cyclobalanopsis. In addition, 10 other species of Quercus and two outgroups were also sampled. Divergence times were estimated using a relaxed clock model and two fossil calibrations. Ancestral areas and dispersal routes were inferred using statistical dispersal-vicariance analysis and the dispersal-extinction-cladogenesis (DEC) model. The phylogeny of Quercus section Cyclobalanopsis demonstrates the section to be monophyletic, comprising two main lineages and six subclades that are well supported by anatomical traits. Biogeographical reconstructions indicate that the wide northern hemisphere distribution of Quercus was disrupted in the Late Eocene, leading to the main extant groups at about 33Ma. The earliest divergences in section Cyclobalanopsis correspond to the phased uplift of the Himalayas and lateral extrusion of Indochina at the transition of the Oligocene and Miocene, where the highest rate of diversification occurred in the late Miocene. Dispersal from Sino-Himalaya and the Palaeotropics to Sino-Japan in the Miocene was facilitated by the increased intensity of East Asian summer monsoons and by the Middle Miocene Climatic Optimum. Our results highlight the importance of climatic changes and Indo-Eurasian collision-induced tectonic activities from the Neogene onward to the spatial-temporal diversification patterns of Asian EBLF lineages.","Min Deng,Min Deng,Xiao‐Long Jiang,Xiao-Long Jiang,Andrew L. Hipp,Andrew L. Hipp,Paul S. Manos,Paul S. Manos,Marlene Hahn,Marlene Hahn",Molecular Phylogenetics and Evolution,2018
10.1002/ajb2.1049,,,The role of diversification in community assembly of the oaks (Quercus L.) across the continental U.S.,"PREMISE OF THE STUDY: Evolutionary and biogeographic history, including past environmental change and diversification processes, are likely to have influenced the expansion, migration, and extinction of populations, creating evolutionary legacy effects that influence regional species pools and the composition of communities. We consider the consequences of the diversification process in shaping trait evolution and assembly of oak-dominated communities throughout the continental United States (U.S.). METHODS: Within the U.S. oaks, we tested for phylogenetic and functional trait patterns at different spatial scales, taking advantage of a dated phylogenomic analysis of American oaks and the U.S. Forest Service (USFS) Forest Inventory and Analysis (FIA). KEY RESULTS: We find (1) phylogenetic overdispersion at small grain sizes throughout the U.S. across all spatial extents and (2) a shift from overdispersion to clustering with increasing grain sizes. Leaf traits have evolved in a convergent manner, and these traits are clustered in communities at all spatial scales, except in the far west, where species with contrasting leaf types co-occur. CONCLUSIONS: Our results support the hypotheses that (1) interspecific interactions were important in parallel adaptive radiation of the genus into a range of habitats across the continent and (2) that the diversification process is a critical driver of community assembly. Functional convergence of complementary species from distinct clades adapted to the same local habitats is a likely mechanism that allows distantly related species to coexist. Our findings contribute to an explanation of the long-term maintenance of high oak diversity and the dominance of the oak genus in North America.","Jeannine Cavender‐Bares,Jeannine Cavender-Bares,Shan Kothari,Shan Kothari,José Eduardo Meireles,Jose Eduardo Meireles,Matthew A. Kaproth,Matthew A. Kaproth,Paul S. Manos,Paul S. Manos,Andrew L. Hipp,Andrew L. Hipp",American Journal of Botany,2018
10.1534/genetics.104.026849,15579711,,Genome scanning for interspecific differentiation between two closely related oak species [Quercus robur L. and Q. petraea (Matt.) Liebl.].,"Interspecific differentiation values ( G ST) between two closely related oak species ( Quercus petraea and Q. robur ) were compiled across different studies with the aim to explore the distribution of differentiation at the genome level. The study was based on a total set of 389 markers (isozymes, AFLPs, SCARs, microsatellites, and SNPs) for which allelic frequencies were estimated in pairs of populations sampled throughout the sympatric distribution of the two species. The overall distribution of G ST values followed an L-shaped curve with most markers exhibiting low species differentiation ( G ST  10% levels. Twelve percent of the loci exhibited significant G ST deviations to neutral expectations, suggesting that selection contributed to species divergence. Coding regions expressed higher differentiation than noncoding regions. Among the 389 markers, 158 could be mapped on the 12 linkage groups of the existing Q. robur genetic map. Outlier loci with large G ST values were distributed over 9 linkage groups. One cluster of three outlier loci was found within 0.51 cM; but significant autocorrelation of G ST was observed at distances <2 cM. The size and distribution of genomic regions involved in species divergence are discussed in reference to hitchhiking effects and disruptive selection.","Caroline Scotti‐Saintagne,Caroline Scotti-Saintagne,Stéphanie Mariette,Stéphanie Mariette,Ilga Porth,Ilga Porth,P. G. Goicoechea,Pablo G. Goicoechea,Teresa Barreneche,Teresa Barreneche,Catherine Bodénès,Catherine Bodénès,K. Burg,Kornel Burg,Antoine Kremer,Antoine Kremer",Genetics,2004
10.1046/j.1469-8137.2003.00944.x,,,Hybridization as a mechanism of invasion in oaks,"Summary
We review here our own research and related work on hybridization between two widespread and largely sympatric European oak species (Quercus petraea and Q. robur). There is a near total lack of local differentiation in chloroplast DNA markers between them. A model is proposed to account for this lack of differentiation: invasion by one species of the range occupied by the other through pollen swamping. In support of this model, ecological, palaeoecological and population genetic studies indicate that one species (Q. robur) disperses its seeds better than the other one, that pollen flow is much more efficient than seed flow in oaks and that hybridization and introgression are asymmetric, hence reinforcing the ecological dynamics by facilitating the dispersal of Q. petraea in regions already colonized by Q. robur. ‘Resurrection’ of Q. petraea following this wave of hybridization appears to be rapid. More generally, available evidence indicates that hybridization could constitute an important mechanism of dispersal in both natural and human-induced plant invasions.","Rémy J. Petit,Rémy J. Petit,Catherine Bodénès,Catherine Bodénès,Alexis Ducousso,Alexis Ducousso,Guy G. Roussel,G. Roussel,Antoine Kremer,Antoine Kremer",New Phytologist,2003
10.1007/978-3-319-69099-5_2,,,An Updated Infrageneric Classification of the Oaks: Review of Previous Taxonomic Schemes and Synthesis of Evolutionary Patterns,"In this chapter, we review major classification schemes proposed for oaks by John Claudius Loudon, Anders Sandoe Orsted, William Trelease, Otto Karl Anton Schwarz, Aimee Antoinette Camus, Yuri Leonardovich Menitsky, and Kevin C. Nixon. Classifications of oaks (Fig. 2.1) have thus far been based entirely on morphological characters. They differed profoundly from each other because each taxonomist gave a different weight to distinguishing characters; often characters that are homoplastic in oaks. With the advent of molecular phylogenetics our view has considerably changed. One of the most profound changes has been the realisation that the traditional split between the East Asian subtropical to tropical subgenus Cyclobalanopsis and the subgenus Quercus that includes all other oaks is artificial. The traditional concept has been replaced by that of two major clades, each comprising three infrageneric groups: a Palearctic-Indomalayan clade including Group Ilex (Ilex oaks), Group Cerris (Cerris oaks) and Group Cyclobalanopsis (cycle-cup oaks), and a predominantly Nearctic clade including Group Protobalanus (intermediate or golden cup oaks), Group Lobatae (red oaks) and Group Quercus (white oaks, with most species in America and some 30 species in Eurasia). In addition, recent phylogenetic studies identified two distinct clades within a wider group of white oaks: the Virentes oaks of North America and a clade with two disjunct endemic species in western Eurasia and western North America, Quercus pontica and Q. sadleriana. The main morphological feature characterising these phylogenetic lineages is pollen morphology, a character overlooked in traditional classifications. This realisation, along with the now available (molecular-)phylogenetic framework, opens new avenues for biogeographic, ecological and evolutionary studies and a re-appraisal of the fossil record. We provide an overview about recent advances in these fields and outline how the results of these studies contribute to the establishment of a unifying systematic scheme of oaks. Ultimately, we propose an updated classification of Quercus recognising two subgenera with eight sections. This classification considers morphological traits, molecular-phylogenetic relationships, and the evolutionary history of one of the most important temperate woody plant genera.","Thomas Denk,Thomas Denk,Guido W. Grimm,Guido W. Grimm,Paul S. Manos,Paul S. Manos,Min Deng,Min Deng,Andrew L. Hipp,Andrew L. Hipp",bioRxiv,2017
10.1111/mec.13230,25951436,,Genome-wide signature of local adaptation linked to variable CpG methylation in oak populations,"It has long been known that adaptive evolution can occur through genetic mutations in DNA sequence, but it is unclear whether adaptive evolution can occur through analogous epigenetic mechanisms, such as through DNA methylation. If epigenetic variation contributes directly to evolution, species under threat of disease, invasive competition, climate change or other stresses would have greater stores of variation from which to draw. We looked for evidence of natural selection acting on variably methylated DNA sites using population genomic analysis across three climatologically distinct populations of valley oaks. We found patterns of genetic and epigenetic differentiations that indicate local adaptation is operating on large portions of the oak genome. While CHG methyl polymorphisms are not playing a significant role and would make poor targets for natural selection, our findings suggest that CpG methyl polymorphisms as a whole are involved in local adaptation, either directly or through linkage to regions under selection.","Alexander Platt,Alexander Platt,Paul F. Gugger,Paul F. Gugger,Matteo Pellegrini,Matteo Pellegrini,Victoria L. Sork,Victoria L. Sork",Molecular Ecology,2015
10.1016/s0378-1127(01)00645-4,,,Chloroplast DNA variation in European white oaks phylogeography and patterns of diversity based on data from over 2600 populations,"A consortium of 16 laboratories have studied chloroplast DNA (cpDNA) variation in European white oaks. A common strategy for molecular screening, based on restriction analysis of four PCR-amplified cpDNA fragments, was used to allow comparison among the different laboratories. A total of 2613 oak populations (12,214 individual trees from eight species) were sampled from 37 countries, and analysed with the four fragments. They belong to eight related oak species: Quercus robur, Q. petraea, Q. pubescens, Q. frainetto, Q. faginea, Q. pyrenaica, Q. canariensis and Q. macranthera. During this survey, 45 chloroplast variants were detected and are described together with their phylogenetic relationships, but several of these haplotypes were pooled when there were some risks of confusion across laboratories during the survey, and finally 32 remained that were mapped and used in diversity analyses. A strong phylogeographic structure is apparent from the data, where related haplotypes have broadly similar geographic distributions. In total, six cpDNA lineages are identified, which have distinct geographic distributions, mainly along a longitudinal gradient. Most haplotypes found in northern Europe are also present in the south, whereas the converse is not true, suggesting that the majority of mutations observed were generated prior to postglacial recolonisation, corroborating the conclusions of earlier studies. The description of a new western European lineage constitutes a major finding, compared to earlier phylogenetic treatments. Although the eight oak species studied systematically share cpDNA variants when in sympatry, they partition cpDNA diversity differently, as a consequence of their different ecology and life history attributes. Regional differences in levels of differentiation also exist (either species-specific or general); these seem to be related to the intensity of past and present management of the forests across Europe but also to the level of fragmentation of the range within these regions.","Rémy J. Petit,Rémy J. Petit,Ulrike M Csaikl,Ulrike M Csaikl,Sándor Bordács,Sándor Bordács,K. Burg,Kornel Burg,Els Coart,Els Coart,Joan Cottrell,Joan Cottrell,Barbara van Dam,Barbara van Dam,J. D. Deans,John D Deans,S. Dumolin‐Lapègue,S. Dumolin-Lapegue,Silvia Fineschi,Silvia Fineschi,Reiner Finkeldey,Reiner Finkeldey,A. C. M. Gillies,A. C. M. Gillies,Izabela Glaz,Izabela Glaz,P. G. Goicoechea,Pablo G. Goicoechea,Jan H. Jensen,Jan Svejgaard Jensen,Armin O. König,Armin O. König,Andrew J. Lowe,Andrew J. Lowe,Søren Flemming Madsen,Søren Flemming Madsen,Gábor Mátyás,Gábor Mátyás,R.C. Munro,R. C. Munro,Maria Olalde,Maria Olalde,Marie‐Hélène Pémonge,Marie-Hélène Pemonge,Flaviu Popescu,Flaviu Popescu,Danko Slade,Danko Slade,Helen Tabbener,H.E. Tabbener,D. Taurchini,D. Taurchini,Sven G.M de Vries,Sven G.M de Vries,Birgit Ziegenhagen,Birgit Ziegenhagen,Antoine Kremer,Antoine Kremer",Forest Ecology and Management,2002
10.1038/s41437-019-0258-3,31431738,,Wind pollination over 70 years reduces the negative genetic effects of severe forest fragmentation in the tropical oak Quercus bambusifolia.,"Whether wind pollination in trees can offset the negative genetic consequences of anthropogenic forest fragmentation is not clearly established. To answer this question, we examined the demographic genetics of Quercus bambusifolia over a 70-year recovery period in highly fragmented forests in Hong Kong. We sampled 1138 individuals from 37 locations, and genetically analysed the chronosequence through the classification of tree diameters from the same populations using 13 microsatellite markers. Our study reveals that severe fragmentation caused a significant genetic bottleneck with very few remaining but genetically diverse individuals. We observed an enhanced genetic diversity during demographic recovery. We found full-sibs within populations and half-sibs across the study range. This reflects a limited seed dispersal and extensive pollen flow. Despite reduced genetic structure both among and within populations, overall a strong persisting genetic differentiation (F′ST=0.240, P<0.01) and significant small-scale spatial genetic structure (F(1)=0.13, Sp=0.024, P<0.01) were observed. Existing bottlenecks and low effective population sizes within the temporal chronosequence suggest that the long-term effect of severe fragmentation cannot be entirely eliminated by wind pollination with demographic recovery in the absence of effective seed dispersal. Our results lead to recommendations for forest management.","Xueqin Zeng,Xueqin Zeng,Gunter A. Fischer,Gunter A Fischer,Gunter A. Fischer,Gunter A. Fischer",Heredity,2020
10.1111/mec.13457,26547661,,Evolutionary and demographic history of the Californian scrub white oak species complex: an integrative approach.,"JO was supported by a Ramon y Cajal Fellowship (RYC-2013-12501) and a research contract funded by Severo Ochoa Program (SEV-2012-0262). VN was supported by a FPI predoctoral fellowship from Ministerio de Economia y Competitividad. This work was supported by an internal EBD ‘Microproyectos’ grant to JO, financed by the Spanish Ministry of Economy and Competitiveness through the Severo Ochoa Program for Centres of Excellence in R + D + I (SEV-2012-0262).","Joaquín Ortego,Joaquín Ortego,Víctor Noguerales,Paul F. Gugger,Víctor Noguerales,Victoria L. Sork,Paul F. Gugger,Victoria L. Sork",Molecular Ecology,2015
10.1086/659646,,,"Interspecific and Intraspecific Pollination Patterns of Valley Oak, Quercus lobata, in a Mixed Stand in Coastal Central California","Pollination patterns within Quercus lobata and interspecific hybridization between Q. lobata and Quercus douglasii were studied in a coastal central California mixed woodland. We first identified hybrids by means of microsatellite genotyping and assignment tests. Hybrids were rare, both among adults (4 of 190, 2.1%) and among acorns collected from Q. lobata trees (6 of 392, 1.5%). These low rates of hybridization at both early and late life history stages suggest that fertility barriers, rather than natural selection against hybrids, limit hybridization between these two species. However, hybrid adults, although rare, may facilitate gene flow between the two species. Acorns collected from a hybrid tree had both Q. lobata pollen donors (11 of 30, 37%) and Q. douglasii or hybrid pollen donors (19 of 30, 63%). After removing hybrid acorns from the analysis, we used paternity assignment to track pollination patterns within Q. lobata. Of 108 acorns, only 32 (30%) were assigned to candidate pollen donors within...","Saji Abraham,Saji Abraham,David N. Zaya,David N. Zaya,Walter D. Koenig,Walter D. Koenig,Mary V. Ashley,Mary V. Ashley",International Journal of Plant Sciences,2011
10.3732/ajb.89.11.1792,21665607,,Limited hybridization between Quercus lobata and Quercus douglasii (Fagaceae) in a mixed stand in central coastal California.,"Many oak species are interfertile, and morphological and genetic evidence for hybridization is widespread. Here we use DNA microsatellite markers to characterize hybridization between two closely related oak species in a mixed stand in central coastal California, Quercus lobata (valley oak) and Q. douglasii (blue oak) (Fagaceae). Genotypes from four microsatellite loci indicate that many alleles are shared between the two species. However, each species harbors unique alleles, and allele frequencies differ significantly. A Bayesian analysis of genetic structure in the stand identified two highly differentiated genetic clusters, essentially corresponding to species assignment based on morphology. Data from the four loci were sufficient to assign all 135 trees to one of the two species. In addition, five putative hybrid individuals having intermediate morphologies could be assigned genetically to one or the other species, and all but one had low probability of hybrid ancestry. Overally, only six (4.6%) trees showed .0.05 probability of hybrid ancestry, in all cases their probabilities for nonhybrid ancestry were substantially higher. We conclude that adult hybrids of Q. douglasii 3 Q. lobata are rare at this site and plasticity in morphological characters may lead to overestimates of hybridization among Quercus species.","Kathleen J. Craft,Kathleen J. Craft,Mary V. Ashley,Mary V. Ashley,Walter D. Koenig,Walter D. Koenig",American Journal of Botany,2002
10.1111/j.1365-294x.2007.03498.x,17868293,,Conserving the evolutionary potential of California valley oak (Quercus lobata Née): a multivariate genetic approach to conservation planning,"California valley oak (Quercus lobata Nee) is a seriously threatened endemic oak species in California and a keystone species for foothill oak ecosystems. Urban and agricultural development affects a significant fraction of the species’ range and predicted climate change is likely to dislocate many current populations. Here, we explore spatial patterns of multivariate genotypes and genetic diversity throughout the range of valley oak to determine whether ongoing and future patterns of habitat loss could threaten the evolutionary potential of the species by eradicating populations of distinctive genetic composition. This manuscript will address three specific questions: (i) What is the spatial genetic structure of the chloroplast and nuclear genetic markers? (ii) What are the geographical trends in the distribution of chloroplast and nuclear genotypes? (iii) Is there any part of the species’ range where allelic diversity in either the chloroplast or nuclear genomes is particularly high? We analysed six chloroplast and seven nuclear microsatellite genetic markers of individuals widespread across the valley oak range. We then used a multivariate approach correlating genetic markers and geographical variables through a canonical trend surface analysis, followed by GIS mapping of the significant axes. We visualized population allelic richness spatially with GIS tools to identify regions of high diversity. Our findings, based on the distribution of multivariate genotypes and allelic richness, identify areas with distinctive histories and genetic composition that should be given priority in reserve network design, especially because these areas also overlap with landscape change and little degree of protection. Thus, without a careful preservation plan, valuable evolutionary information will be lost for valley oak.","Delphine Grivet,Delphine Grivet,Victoria L. Sork,Victoria L. Sork,Robert D. Westfall,Robert D. Westfall,Frank W. Davis,Frank W. Davis",Molecular Ecology,2008
10.1016/j.foreco.2009.05.014,,,"Short distance pollen movement in a wind-pollinated tree, Quercus lobata (Fagaceae).","Short distance pollen dispersal shapes the local genetic structure of plant populations and determines the opportunity for genetic drift and local selection. In this paper we focus on short distance dispersal (SDD) of pollen in a low-density stand of a savannah oak, Quercus lobata Nee. Specifically, we are interested in the proportional contributions of pollen donors, the pollen dispersal kernel that describes local matings, the extent to which wind influences mating success, and the extent to which pollen sources vary within the large canopy of these trees. Using maximum likelihood paternity analysis, we assigned sires for 474 outcrossed progeny of five seed trees, representing 120 of 160 potential mating pairs within a 250 m radius of each focal tree (ca. 20 ha plots). We first established that the effective number of pollen donors for progeny with sires within the plot was about 10 individuals, with average weighted pollination distances of 114.1 m. We estimated 18.5% pollen immigration into the 20 ha plots. We next established that the SDD portion of the dispersal kernel is best described by the exponential power, inverse power, and Weibull functions, all that capture high local dispersal with steep decay. Two of these models suggest that long distance dispersal is abundant, represented by a fat tail, while the Weibull indicates depauperate long distance dispersal, represented by a thin tail. The addition of a directional component corresponding to the predominant wind axis had no meaningful impact on these models. Finally, we established that different parts of an individual tree canopy of Q. lobata sample from the same homogeneous pollen pool showing no bias towards pollen sources near that part of the canopy. Overall findings suggest low-density Q. lobata populations show steep decay of SDD. Policies and ordinances governing the amount of allowable tree removal of savannah oak populations should recommend the preservation of local clusters of adults, as well as some connectivity among clusters.","Andrea R. Pluess,Andrea R. Pluess,Victoria L. Sork,Victoria L. Sork,Brian P. Dolan,Brian Dolan,Frank W. Davis,Frank W. Davis,Delphine Grivet,Delphine Grivet,Kurt Merg,Kurt Merg,Jeanette C. Papp,Jeanette C. Papp,Peter E. Smouse,Peter E. Smouse",Forest Ecology and Management,2009
,,,"Genetic differentiation of two california red oak species, Quercus parvula var. shreveii and Q. wislizeni, based on AFLP genetic markers","Oaks are renowned for posing problems in defining species boundaries. One example is the case of the interior live oak complex that is usually taken to include two varieties of Quercus wislizeni from the Coast Ranges of California and the Sierra Nevada, and Q. parvula var. shreveii from the central coast of California. The latter taxon was separated from Q. wislizeni, and was recognized in The Jepson Manual, but still is not fully accepted, since its morphological separation is ambiguous. In an attempt to test differentiation of these two taxa, molecular genetic analysis was carried out using Amplified Fragment Length Polymorphism (AFLP) markers. A total of 202 individuals from 19 populations including Q. parvula var. shreveii, Quercus wislizeni, Q. kelloggii and Q. agrifolia were analyzed. Four primer sets generated 311 polymorphic band classes. Although species-specific markers were observed between Q. kelloggii and other members of the red oak group in California, fixed genetic differences were not apparent among Q. agrifolia, Q. parvula var. shreveii and Q. wislizeni. Cluster analysis and principal coordinate analysis revealed low levels of genetic differentiation among coast live oak, interior live oak and shreve oak. Cluster analysis also suggested that Q. agrifolia populations are more similar to populations of Q. parvula var. shreveii than to coastal populations of Q. wislizeni. This may reflect the relatively short time since divergence of these species. On the other hand, repetitive hybridization and introgression may have acted as a homogenizing factor for these genetic markers. The relatively high genetic similarity between Q. agrifolia and Q. parvula var. shreveii may have implications for the management of Sudden Oak Death in the limited range of the latter taxon.","Nasser Kashani,Nasser Kashani,Richard S. Dodd,Richard S. Dodd,Richard S. Dodd",,2002
10.1007/s11295-016-0975-1,,,Association of transcriptome-wide sequence variation with climate gradients in valley oak ( Quercus lobata ),"A fundamental goal of evolutionary biology is to understand how environment shapes genetic variation through its effect on demographic processes and through natural selection. In non-model species, transcriptome sequencing generates large single nucleotide polymorphism (SNP) panels to disentangle these influences. Quercus lobata (valley oak) offers an excellent system for such analyses because it has stably occupied a climatically heterogeneous landscape throughout California. We used 220,427 diallelic SNPs from 22 individuals identified against a recently assembled reference transcriptome to (1) quantify transcriptome-wide associations of SNPs with climate indicative of demographic responses to climate, (2) identify SNPs especially associated with climate and thus potential targets of natural selection, and (3) test the hypothesis that genetic diversity is high in climate-adaptive candidate genes. Constrained ordinations (redundancy analysis) and variance partitioning showed that genetic structure in Q. lobata was explained by spatial location (49%) and climate (24%), especially minimum temperature and summer/spring precipitation balance, suggesting that climate influences neutral demographic processes and gene flow. After accounting for underlying structure, individual-based environmental association analyses identified 79 SNPs from 49 transcripts as candidates under natural selection by climate. These candidate genes had significantly higher SNP rates per base pair per locus (θ
                        W), nucleotide diversity (π), and gene diversity (G) than non-candidate genes. These results provide preliminary support for the hypothesis that balancing selection maintains diversity in climate-adaptive genes. Climate has likely shaped both population demography and local adaptation in valley oak.","Paul F. Gugger,Paul F. Gugger,Shawn J. Cokus,Shawn J. Cokus,Victoria L. Sork,Victoria L. Sork",Tree Genetics & Genomes,2016
10.1007/s00442-010-1828-5,21107869,,Foraging patterns of acorn woodpeckers (Melanerpes formicivorus) on valley oak (Quercus lobata Nee) in two California oak savanna-woodlands,"Landscape characteristics and social behavior can affect the foraging patterns of seed-dependent animals. We examine the movement of acorns from valley oak (Quercus lobata) trees to granaries maintained by acorn woodpeckers (Melanerpes formicivorus) in two California oak savanna-woodlands differing in the distribution of Q. lobata within each site. In 2004, we sampled Q. lobata acorns from 16 granaries at Sedgwick Reserve in Santa Barbara County and 18 granaries at Hastings Reserve in Monterey County. Sedgwick has lower site-wide density of Q. lobata than Hastings as well as different frequencies of other Quercus species common to both sites. We found acorn woodpeckers foraged from fewer Q. lobata seed source trees (K g = 4.1 ± 0.5) at Sedgwick than at Hastings (K g = 7.6 ± 0.6) and from fewer effective seed sources (N em* = 2.00 and 5.78, respectively). The differences between sites are due to a greater number of incidental seed sources used per granary at Hastings than at Sedgwick. We also found very low levels of seed source sharing between adjacent granaries, indicating that territoriality is strong at both sites and that each social group forages on its own subset of trees. We discovered an interesting spatial pattern in the location of granaries. At Sedgwick, acorn woodpeckers situated their granaries within areas of higher-than-average tree density, while at Hastings, they placed them within areas of lower-than-average tree density, with the outcome that granaries at the two sites were located in areas of similar valley oak density. Our results illustrate that landscape characteristics might influence the number of trees visited by acorn woodpeckers and the locations of territories, while woodpecker social behavior, such as territoriality, shapes which trees are visited and whether they are shared with other social groups.","Douglas G. Scofield,Douglas G. Scofield,Douglas G. Scofield,Douglas G. Scofield,Victor Ryan Alfaro,Victor Ryan Alfaro,Victoria L. Sork,Victoria L. Sork,Delphine Grivet,Delphine Grivet,Edith Martínez Martínez,Edith Martínez Martínez,Jeannette Papp,Jeannette Papp,Andrea R. Pluess,Andrea R. Pluess,Andrea R. Pluess,Andrea R. Pluess,Walter D. Koenig,Walter D. Koenig,Peter E. Smouse,Peter E. Smouse",Oecologia,2011
