"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"GHA853SR","journalArticle","2016","Sork, Victoria L.; Fitz-Gibbon, Sorel T.; Puiu, Daniela; Crepeau, Marc; Gugger, Paul F.; Sherman, Rachel; Stevens, Kristian; Langley, Charles H.; Pellegrini, Matteo; Salzberg, Steven L.","First Draft Assembly and Annotation of the Genome of a California Endemic Oak Quercus lobata Née (Fagaceae)","G3: Genes|Genomes|Genetics","","2160-1836","10.1534/g3.116.030411","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5100847/","Oak represents a valuable natural resource across Northern Hemisphere ecosystems, attracting a large research community studying its genetics, ecology, conservation, and management. Here we introduce a draft genome assembly of valley oak (Quercus lobata) using Illumina sequencing of adult leaf tissue of a tree found in an accessible, well-studied, natural southern California population. Our assembly includes a nuclear genome and a complete chloroplast genome, along with annotation of encoded genes. The assembly contains 94,394 scaffolds, totaling 1.17 Gb with 18,512 scaffolds of length 2 kb or longer, with a total length of 1.15 Gb, and a N50 scaffold size of 278,077 kb. The k-mer histograms indicate an diploid genome size of ∼720–730 Mb, which is smaller than the total length due to high heterozygosity, estimated at 1.25%. A comparison with a recently published European oak (Q. robur) nuclear sequence indicates 93% similarity. The Q. lobata chloroplast genome has 99% identity with another North American oak, Q. rubra. Preliminary annotation yielded an estimate of 61,773 predicted protein-coding genes, of which 71% had similarity to known protein domains. We searched 956 Benchmarking Universal Single-Copy Orthologs, and found 863 complete orthologs, of which 450 were present in > 1 copy. We also examined an earlier version (v0.5) where duplicate haplotypes were removed to discover variants. These additional sources indicate that the predicted gene count in Version 1.0 is overestimated by 37–52%. Nonetheless, this first draft valley oak genome assembly represents a high-quality, well-annotated genome that provides a tool for forest restoration and management practices.","2016-09-12","2024-05-31 01:00:44","2024-05-31 01:00:53","2024-05-31 01:00:44","3485-3495","","11","6","","G3 (Bethesda)","","","","","","","","","","","","","PubMed Central","","PMID: 27621377 PMCID: PMC5100847","","; /Users/nelly/Zotero/storage/V2EAYEA4/Sork et al. - 2016 - First Draft Assembly and Annotation of the Genome .pdf; ","notion://www.notion.so/Sork-et-al-2016-d0e22d2f4e564575884901e62aab3f4d; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5100847/","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DIW3EJCG","journalArticle","2020","Pingarroni, Aline; Molina-Garay, Carolina; Rosas-Osorio, Carlos; Alfonso-Corrado, Cecilia; Clark-Tapia, Ricardo; Monsalvo-Reyes, Alejandro; Campos, Jorge E.","Abundance and genetic diversity of Quercus mulleri, microendemic, thretened species from Oaxaca.","Madera y bosques","","1405-0471","10.21829/myb.2020.2611782","http://www.scielo.org.mx/scielo.php?script=sci_abstract&pid=S1405-04712020000100206&lng=es&nrm=iso&tlng=es","","2020","2024-05-31 02:30:20","2024-05-31 02:30:38","2024-05-31 02:30:20","","","1","26","","","","","","","","","","en","","","","","SciELO","","","","/Users/nelly/Zotero/storage/IAR79JY6/Pingarroni et al. - 2020 - Abundance and genetic diversity of Quercus mulleri.pdf; ","notion://www.notion.so/Pingarroni-et-al-2020-0ad8567fc88d4d04a301aacc6ee8381e","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIJSH4PP","journalArticle","2017","An, Miao; Deng, Min; Zheng, Si-Si; Jiang, Xiao-Long; Song, Yi-Gang","Introgression Threatens the Genetic Diversity of Quercus austrocochinchinensis (Fagaceae), an Endangered Oak: A Case Inferred by Molecular Markers","Frontiers in Plant Science","","1664-462X","10.3389/fpls.2017.00229","https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2017.00229/full","<p>Natural introgression can cause negative effects where rare species experience genetic assimilation and invade by their abundant congeners. <italic>Quercus austrocochinchinensis</italic> and <italic>Q. kerrii</italic> (subgenus <italic>Cyclobalanopsis</italic>) are a pair of closely related species in the Indo-China area. Morphological intermediates of the two species have been reported in this region. In this study, we used AFLP, SSR and two key leaf morphological diagnostic traits to study the two <italic>Q</italic>. <italic>austrocochinchinensis</italic> populations, two pure <italic>Q. kerrii</italic> and two putative hybrid populations in China. Rates of individual admixture were examined using the Bayesian clustering programs STRUCTURE and NewHybrids, with no a priori species assignment. In total, we obtained 151 SSR alleles and 781 polymorphic loci of AFLP markers. Population differentiation inferred by SSR and AFLP was incoherent with recognized species boundaries. Bayesian admixture analyses and principal coordinate analysis identified more hybrids and backcrossed individuals than morphological intermediates in the populations. SSR inferred a wide genetic assimilation in <italic>Q. austrocochinchinensis</italic>, except for subpopulation D2 in the core area of Xi-Shuang-Ban-Na Nature Reserve (XSBN). However, AFLP recognized more <italic>Q. austrocochinchinensis</italic> purebreds than SSR. Analysis using NewHybrids on AFLP data indicated that these hybridized individuals were few F<sub>2</sub> and predominantly backcrosses with both parental species. All these evidences indicate the formation of a hybrid swarm at XSBN where the two species co-exist. Both AFLP and SSR recognized that the core protected area of XSBN (D2) has a high percentage of <italic>Q. austrocochinchinensis</italic> purebreds and a unique germplasm. The Hainan population and the other subpopulations of XSBN of the species might have lost their genetic integrity. Our results revealed a clear genetic differentiation in the populations and subpopulations of <italic>Q. austrocochinchinensis</italic> and ongoing introgression between <italic>Q. austrocochinchinensis</italic> and <italic>Q. kerrii</italic> at the disturbed contact areas. Combining the results from genetic and morphological analyses, the conservation of subpopulation D2 should be prioritized. Conservation and restoration of the integrity of tropical ravine rainforest is an important long-term goal for the successful conservation of <italic>Q. austrocochinchinensis</italic>. The fine-scale landscape might play an essential role in shaping the spatial patterns of hybridization. Further studies are needed to evaluate these patterns and dynamics.</p>","2017-02-21","2024-05-31 02:57:55","2024-05-31 02:58:05","2024-05-31 02:57:55","","","","8","","Front. Plant Sci.","Introgression Threatens the Genetic Diversity of Quercus austrocochinchinensis (Fagaceae), an Endangered Oak","","","","","","","English","","","","","Frontiers","","Publisher: Frontiers","","; /Users/nelly/Zotero/storage/JZXNM9A2/An et al. - 2017 - Introgression Threatens the Genetic Diversity of Q.pdf","notion://www.notion.so/An-et-al-2017-84bc943e58a8439aa2bf1e8647765adc","notion","AFLP; Endangered Species; Introgression; Quercus subgenus Cyclobalanopsis; SSR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"425QS8EF","journalArticle","2019","Liu, Xue; Chang, Er-Mei; Liu, Jian-Feng; Huang, Yue-Ning; Wang, Ya; Yao, Ning; Jiang, Ze-Ping","Complete Chloroplast Genome Sequence and Phylogenetic Analysis of Quercus bawanglingensis Huang, Li et Xing, a Vulnerable Oak Tree in China","Forests","","1999-4907","10.3390/f10070587","https://www.mdpi.com/1999-4907/10/7/587","Quercus bawanglingensis Huang, Li et Xing, an endemic evergreen oak of the genus Quercus (Fagaceae) in China, is currently listed in the Red List of Chinese Plants as a vulnerable (VU) plant. No chloroplast (cp) genome information is currently available for Q. bawanglingensis, which would be essential for the establishment of guidelines for its conservation and breeding. In the present study, the cp genome of Q. bawanglingensis was sequenced and assembled into double-stranded circular DNA with a length of 161,394 bp. Two inverted repeats (IRs) with a total of 51,730 bp were identified, and the rest of the sequence was separated into two single-copy regions, namely, a large single-copy (LSC) region (90,628 bp) and a small single-copy (SSC) region (19,036 bp). The genome of Q. bawanglingensis contains 134 genes (86 protein-coding genes, 40 tRNAs and eight rRNAs). More forward (29) than inverted long repeats (21) are distributed in the cp genome. A simple sequence repeat (SSR) analysis showed that the genome contains 82 SSR loci, involving 84.15% A/T mononucleotides. Sequence comparisons among the nine complete cp genomes, including the genomes of Q. bawanglingensis, Q. tarokoensis Hayata (NC036370), Q. aliena var. acutiserrata Maxim. ex Wenz. (KU240009), Q. baronii Skan (KT963087), Q. aquifolioides Rehd. et Wils. (KX911971), Q. variabilis Bl. (KU240009), Fagus engleriana Seem. (KX852398), Lithocarpus balansae (Drake) A. Camus (KP299291) and Castanea mollissima Bl. (HQ336406), demonstrated that the diversity of SC regions was higher than that of IR regions, which might facilitate identification of the relationships within this extremely complex family. A phylogenetic analysis showed that Fagus engleriana and Trigonobalanus doichangensis form the basis of the produced evolutionary tree. Q. bawanglingensis and Q. tarokoensis, which belong to the group Ilex, share the closest relationship. The analysis of the cp genome of Q. bawanglingensis provides crucial genetic information for further studies of this vulnerable species and the taxonomy, phylogenetics and evolution of Quercus.","2019-07","2024-05-31 03:17:45","2024-05-31 03:17:59","2024-05-31 03:17:45","587","","7","10","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 7 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/nelly/Zotero/storage/E8MUZRQZ/Liu et al. - 2019 - Complete Chloroplast Genome Sequence and Phylogene.pdf; ","notion://www.notion.so/Liu-et-al-2019-251e3eefe3414ccba29d85a35ec7567e","notion","<i>Q. bawanglingensis</i>; chloroplast (cp) genome; comparative analysis; interspecific relationships; phylogenetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJB9CG4Y","journalArticle","2021","Zumwalde, Bethany A.; McCauley, Ross A.; Fullinwider, Ian J.; Duckett, Drew; Spence, Emma; Hoban, Sean","Genetic, Morphological, and Environmental Differentiation of an Arid-Adapted Oak with a Disjunct Distribution","Forests","","1999-4907","10.3390/f12040465","https://www.mdpi.com/1999-4907/12/4/465","The patterns of genetic and morphological diversity of a widespread species can be influenced by environmental heterogeneity and the degree of connectivity across its geographic distribution. Here, we studied Quercus havardii Rydb., a uniquely adapted desert oak endemic to the Southwest region of the United States, using genetic, morphometric, and environmental datasets over various geographic scales to quantify differentiation and understand forces influencing population divergence. First, we quantified variation by analyzing 10 eastern and 13 western populations from the disjunct distribution of Q. havardii using 11 microsatellite loci, 17 morphological variables, and 19 bioclimatic variables. We then used regressions to examine local and regional correlations of climate with genetic variation. We found strong genetic, morphological and environmental differences corresponding with the large-scale disjunction of populations. Additionally, western populations had higher genetic diversity and lower relatedness than eastern populations. Levels of genetic variation in the eastern populations were found to be primarily associated with precipitation seasonality, while levels of genetic variation in western populations were associated with lower daily temperature fluctuations and higher winter precipitation. Finally, we found little to no observed environmental niche overlap between regions. Our results suggest that eastern and western populations likely represent two distinct taxonomic entities, each associated with a unique set of climatic variables potentially influencing local patterns of diversity.","2021-04","2024-05-31 03:25:05","2024-05-31 03:25:18","2024-05-31 03:25:05","465","","4","12","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 4 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/nelly/Zotero/storage/QKIAUA23/Zumwalde et al. - 2021 - Genetic, Morphological, and Environmental Differen.pdf; ","notion://www.notion.so/Zumwalde-et-al-2021-93769278a52a4dc684e84e9f005b1fd8","notion","<i>Quercus havardii</i>; bioclimatic associations; Fagaceae; genetic differentiation; morphometrics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8XETDUDA","journalArticle","2021","Spence, Emma Suzuki; Fant, Jeremie B.; Gailing, Oliver; Griffith, M. Patrick; Havens, Kayri; Hipp, Andrew L.; Kadav, Priyanka; Kramer, Andrea; Thompson, Patrick; Toppila, Raakel; Westwood, Murphy; Wood, Jordan; Zumwalde, Bethany A.; Hoban, Sean","Comparing Genetic Diversity in Three Threatened Oaks","Forests","","1999-4907","10.3390/f12050561","https://www.mdpi.com/1999-4907/12/5/561","Genetic diversity is a critical resource for species’ survival during times of environmental change. Conserving and sustainably managing genetic diversity requires understanding the distribution and amount of genetic diversity (in situ and ex situ) across multiple species. This paper focuses on three emblematic and IUCN Red List threatened oaks (Quercus, Fagaceae), a highly speciose tree genus that contains numerous rare species and poses challenges for ex situ conservation. We compare the genetic diversity of three rare oak species—Quercus georgiana, Q. oglethorpensis, and Q. boyntonii—to common oaks; investigate the correlation of range size, population size, and the abiotic environment with genetic diversity within and among populations in situ; and test how well genetic diversity preserved in botanic gardens correlates with geographic range size. Our main findings are: (1) these three rare species generally have lower genetic diversity than more abundant oaks; (2) in some cases, small population size and geographic range correlate with genetic diversity and differentiation; and (3) genetic diversity currently protected in botanic gardens is inadequately predicted by geographic range size and number of samples preserved, suggesting non-random sampling of populations for conservation collections. Our results highlight that most populations of these three rare oaks have managed to avoid severe genetic erosion, but their small size will likely necessitate genetic management going forward.","2021-05","2024-05-31 03:26:58","2024-05-31 03:27:10","2024-05-31 03:26:58","561","","5","12","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 5 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/nelly/Zotero/storage/ESWFKNEM/Spence et al. - 2021 - Comparing Genetic Diversity in Three Threatened Oa.pdf; ","notion://www.notion.so/Spence-et-al-2021-081e8d3980bc4e9eaa24b76a7b879f0b","notion","botanic gardens; conservation biology; EST; ex situ; fragmentation; heterozygosity; inbreeding; microsatellites; population genetics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JE67IN9Q","journalArticle","2005","Dutech, Cyril; Sork, Victoria L.; Irwin, Andrew J.; Smouse, Peter E.; Davis, Frank W.","Gene Flow and Fine-Scale Genetic Structure in a Wind-Pollinated Tree Species, Quercus lobata (Fagaceaee)","American Journal of Botany","","0002-9122","","https://www.jstor.org/stable/4123871","California Valley oak (Quercus lobata), one of the state's most distinctive oak species, has experienced serious demographic attrition since the 19th century, due to human activities. Recent estimates of pollen dispersal suggest a small reproductive neighborhood. Whether small neighborhood size is a recent phenomenon, a consequence of reduced gene flow caused by demographic changes, or whether it has been historically restricted, remains unclear. To examine this question, we have characterized the spatial genetic structure of N = 191 Q. lobata individuals, spread over an area of 230 ha, using eight microsatellite loci. The observed autocorrelogram suggests an historical standard deviation of gene flow distance of about 350 m per generation, higher than contemporary pollen dispersal estimates. To determine whether our estimates were affected by strong prevailing winds from the west-northwest, we developed and utilized a novel anisotropic autocorrelation analysis. We detected no more than a hint of anisotropy, and we concluded that adult spatial structure is indicative of strong historical signature of ""isolation by distance."" This historical estimate provides a useful reference value against which to gauge the future gene flow consequences of ongoing anthropogenic disturbance.","2005","2024-05-31 03:59:40","2024-05-31 03:59:46","2024-05-31 03:59:40","252-261","","2","92","","","","","","","","","","","","","","","JSTOR","","Publisher: Botanical Society of America","","/Users/nelly/Zotero/storage/8BHV3R7Y/Dutech et al. - 2005 - Gene Flow and Fine-Scale Genetic Structure in a Wi.pdf; ","notion://www.notion.so/Dutech-et-al-2005-592ab1a06b714fee8708663695406a04","notion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D9P5EKRB","journalArticle","2017","Hauser, Duncan A.; Keuter, Al; McVay, John D.; Hipp, Andrew L.; Manos, Paul S.","The evolution and diversification of the red oaks of the California Floristic Province (Quercus section Lobatae, series Agrifoliae)","American Journal of Botany","","1537-2197","10.3732/ajb.1700291","https://onlinelibrary.wiley.com/doi/abs/10.3732/ajb.1700291","PREMISE OF THE STUDY: The California Floristic Province (CA-FP) is a unique and diverse region of floral endemism, yet the timing and nature of divergence and diversification of many lineages remain underexplored. We seek to elucidate the evolutionary history of the red oaks of the CA-FP, the Agrifoliae. METHODS: We collected PstI-associated RAD-seq data as well as morphometrics from individuals of the four species across their ranges, including varieties and hybrids. Phylogeny and divergence times were estimated. We analyzed morphological differentiation in over 70 plants using PCA and assessed species delimitation and admixture using genotype clustering analysis in over 40 plants. KEY RESULTS: We find that the Agrifoliae are monophyletic and sister to all other red oak species. Within the Agrifoliae, all species are supported, with Quercus kelloggii sister to a clade of subevergreen taxa: (Quercus agrifolia – (Q. parvula + Q. wislizeni)). Molecular and morphometric analyses are equivocal for named varieties. Notably, Q. parvula var. tamalpaisensis appears to be part of a hybrid swarm between Q. parvula and Q. wislizeni. Dating estimates were concordant with previous hypotheses and geological evidence, with diversification occurring between 10 and 20 million years ago. CONCLUSIONS: The Agrifoliae represent a geographically discrete, early-diverging red oak lineage that diversified during the period of drying and warming associated with Sierran uplift during the middle Miocene. Molecular differentiation within the clade supports the current taxonomy, including an east–west species level pattern (Q. parvula and Q. wislizeni) and north–south intraspecific patterns to some degree, although the latter require additional study.","2017","2024-05-31 04:05:00","2024-05-31 04:05:10","2024-05-31 04:05:00","1581-1595","","10","104","","","","","","","","","","en","© 2017 Botanical Society of America","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.3732/ajb.1700291","","/Users/nelly/Zotero/storage/TLYK32WZ/Hauser et al. - 2017 - The evolution and diversification of the red oaks .pdf; ; /Users/nelly/Zotero/storage/G9MEYTNN/ajb.html","notion://www.notion.so/Hauser-et-al-2017-2393904eb52b41638fccd845a34b91fd","notion","Fagaceae; hybridization; Lobatae; Quercus; RAD-seq; red oaks; restriction-site-associated DNA sequencing; systematics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WU4BT7ZE","journalArticle","2016","Backs, Janet Rizner; Ashley, Mary V.","Evolutionary history and gene flow of an endemic island oak: Quercus pacifica","American Journal of Botany","","1537-2197","10.3732/ajb.1600259","https://onlinelibrary.wiley.com/doi/abs/10.3732/ajb.1600259","PREMISE OF THE STUDY: Understanding historical patterns of colonization and subsequent gene flow clarifies the evolutionary origins and history of endemic island species. METHODS: Here we use DNA microsatellite markers to characterize the genetic structure of the island endemic species Quercus pacifica K. Nixon & C.H. Mull., found on three of the California Channel Islands, and to examine its relationship to two mainland oaks, Q. berberidifolia and Q. dumosa. KEY RESULTS: We found that Q. pacifica is a genetically cohesive and differentiated evolutionary lineage, diverging from mainland scrub oaks in the Pleistocene with little subsequent introgression. Genetic differentiation of Q. pacifica among islands is small but significant. Both recent and historical gene flow were surprisingly high considering the disjunct distribution of Q. pacifica on islands separated by as much as 125 km of open ocean. Gene flow estimates were highest between the two northern islands and from the northern islands to Santa Catalina. While there is no evidence of recent bottlenecks, historical bottlenecks are indicated on each of the islands. CONCLUSIONS: The genetic cohesiveness of the Q. pacifica species suggests allopatric speciation on the islands with subsequent gene flow that has maintained genetic continuity over great distances.","2016","2024-05-31 04:10:44","2024-05-31 04:10:54","2024-05-31 04:10:44","2115-2125","","12","103","","","Evolutionary history and gene flow of an endemic island oak","","","","","","","en","© 2016 Botanical Society of America","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.3732/ajb.1600259","","/Users/nelly/Zotero/storage/Q3S5ILQ8/Backs y Ashley - 2016 - Evolutionary history and gene flow of an endemic i.pdf; ; /Users/nelly/Zotero/storage/P4YB7PU2/ajb.html","notion://www.notion.so/Backs-Ashley-2016-29802c66599f46eea2007fe2d8cb9617","notion","California scrub oaks; gene flow; genetic structure; insular genetic isolation; island endemic; microsatellites; Quercus pacifica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CEYBC5ZH","journalArticle","2016","Sork, Victoria L.; Squire, Kevin; Gugger, Paul F.; Steele, Stephanie E.; Levy, Eric D.; Eckert, Andrew J.","Landscape genomic analysis of candidate genes for climate adaptation in a California endemic oak, Quercus lobata","American Journal of Botany","","1537-2197","10.3732/ajb.1500162","https://onlinelibrary.wiley.com/doi/abs/10.3732/ajb.1500162","PREMISE OF THE STUDY: The ability of California tree populations to survive anthropogenic climate change will be shaped by the geographic structure of adaptive genetic variation. Our goal is to test whether climate-associated candidate genes show evidence of spatially divergent selection in natural populations of valley oak, Quercus lobata, as preliminary indication of local adaptation. METHODS: Using DNA from 45 individuals from 13 localities across the species' range, we sequenced portions of 40 candidate genes related to budburst/flowering, growth, osmotic stress, and temperature stress. Using 195 single nucleotide polymorphisms (SNPs), we estimated genetic differentiation across populations and correlated allele frequencies with climate gradients using single-locus and multivariate models. RESULTS: The top 5% of FST estimates ranged from 0.25 to 0.68, yielding loci potentially under spatially divergent selection. Environmental analyses of SNP frequencies with climate gradients revealed three significantly correlated SNPs within budburst/flowering genes and two SNPs within temperature stress genes with mean annual precipitation, after controlling for multiple testing. A redundancy model showed a significant association between SNPs and climate variables and revealed a similar set of SNPs with high loadings on the first axis. In the RDA, climate accounted for 67% of the explained variation, when holding climate constant, in contrast to a putatively neutral SSR data set where climate accounted for only 33%. CONCLUSIONS: Population differentiation and geographic gradients of allele frequencies in climate-associated functional genes in Q. lobata provide initial evidence of adaptive genetic variation and background for predicting population response to climate change.","2016","2024-05-31 04:13:18","2024-05-31 04:13:30","2024-05-31 04:13:18","33-46","","1","103","","","","","","","","","","en","© 2016 Botanical Society of America","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.3732/ajb.1500162","","/Users/nelly/Zotero/storage/JWPGLMTC/Sork et al. - 2016 - Landscape genomic analysis of candidate genes for .pdf; ; /Users/nelly/Zotero/storage/62TCU2C3/ajb.html","notion://www.notion.so/Sork-et-al-2016-8fc203afaa7d4851abb553a53b330c1c","notion","climate change; environmental gradients; Fagaceae; landscape genetics; local adaptation; Quercus; single nucleotide polymorphisms; spatially divergent selection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRWLBSMQ","journalArticle","2022","Li, Yu; Wang, Tian-Rui; Kozlowski, Gregor; Liu, Mei-Hua; Yi, Li-Ta; Song, Yi-Gang","Complete Chloroplast Genome of an Endangered Species Quercus litseoides, and Its Comparative, Evolutionary, and Phylogenetic Study with Other Quercus Section Cyclobalanopsis Species","Genes","","2073-4425","10.3390/genes13071184","https://www.mdpi.com/2073-4425/13/7/1184","Quercus litseoides, an endangered montane cloud forest species, is endemic to southern China. To understand the genomic features, phylogenetic relationships, and molecular evolution of Q. litseoides, the complete chloroplast (cp) genome was analyzed and compared in Quercus section Cyclobalanopsis. The cp genome of Q. litseoides was 160,782 bp in length, with an overall guanine and cytosine (GC) content of 36.9%. It contained 131 genes, including 86 protein-coding genes, eight ribosomal RNA genes, and 37 transfer RNA genes. A total of 165 simple sequence repeats (SSRs) and 48 long sequence repeats with A/T bias were identified in the Q. litseoides cp genome, which were mainly distributed in the large single copy region (LSC) and intergenic spacer regions. The Q. litseoides cp genome was similar in size, gene composition, and linearity of the structural region to those of Quercus species. The non-coding regions were more divergent than the coding regions, and the LSC region and small single copy region (SSC) were more divergent than the inverted repeat regions (IRs). Among the 13 divergent regions, 11 were in the LSC region, and only two were in the SSC region. Moreover, the coding sequence (CDS) of the six protein-coding genes (rps12, matK, atpF, rpoC2, rpoC1, and ndhK) were subjected to positive selection pressure when pairwise comparison of 16 species of Quercus section Cyclobalanopsis. A close relationship between Q. litseoides and Quercus edithiae was found in the phylogenetic analysis of cp genomes. Our study provided highly effective molecular markers for subsequent phylogenetic analysis, species identification, and biogeographic analysis of Quercus.","2022-07","2024-05-31 04:28:18","2024-05-31 04:28:31","2024-05-31 04:28:18","1184","","7","13","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 7 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/nelly/Zotero/storage/UBP6JZFE/Li et al. - 2022 - Complete Chloroplast Genome of an Endangered Speci.pdf; ","notion://www.notion.so/Li-et-al-2022-5a7e52ab90ac4a1b8b03780fb6a69b90","notion","<i>Cyclobalanopsis litseoides</i>; Fagaceae; montane cloud forests; plastome; repeat sequences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6WL2E77P","journalArticle","2022","Kamiya, Koichi; Ogasahara, Misato; Kenzo, Tanaka; Muramoto, Yasuharu; Araki, Takuya; Ichie, Tomoaki","Genetic Diversity and Structure of Quercus hondae, a Rare Evergreen Oak Species in Southwestern Japan","Forests","","1999-4907","10.3390/f13040579","https://www.mdpi.com/1999-4907/13/4/579","Conservation of rare species is essential for maintaining ecosystem function. Quercus hondae is a rare evergreen oak species (Cyclobalanopsis) endemic to Japan. This species is found in several locations in Southwestern Japan; small populations remain in the tutelary forests of the Japanese shrine. To evaluate the genetic diversity and phylogeographic structure of this rare species, 11 microsatellite loci and chloroplast DNA sequences are analyzed for 12 populations of Q. hondae and 8 populations of the more widespread congeneric species, Q. glauca. It is found that heterozygosity at both the population and species level is substantially lower in Q. hondae than in Q. glauca. Genetic differentiation among populations of Q. hondae was high, in contrast to Q. glauca, in which populations exhibit largely insignificant differentiation. STRUCTURE analysis shows that at K = 7, the clusters largely corresponded to major predefined populations. This study suggests that there is little gene flow among extant Q. hondae populations and that Q. hondae is genetically differentiated due to the greater effect of genetic drift in small populations. This pattern is in sharp contrast to that of a more common congeneric species, which will be an important consideration in the conservation of Q. hondae.","2022-04","2024-05-31 04:31:55","2024-05-31 04:32:02","2024-05-31 04:31:55","579","","4","13","","","","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 4 Publisher: Multidisciplinary Digital Publishing Institute","","/Users/nelly/Zotero/storage/RRUYADYR/Kamiya et al. - 2022 - Genetic Diversity and Structure of Quercus hondae,.pdf; ","notion://www.notion.so/Kamiya-et-al-2022-4e1841b09c394fffacb297ee989af052","notion","<i>Cyclobalanopsis</i>; chloroplast; genetic diversity; genetic structure; microsatellite; rare endemic species","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
